compound,normalized,n_sources,sources,l1000cds2_score,l1000cds2_n,enrichr_best_score,enrichr_n,clue_avg_norm_cs,clue_min_norm_cs,clue_max_fdr,clue_n,clue_n_sigs,clue_reversal,best_pval,moa,target,n_entries
psh 028,psh028,2,Enrichr; clue.io,,0,45.36630030344951,1,-0.22166249999999998,-1.0126,2.0814,1,8,True,0.06552248867267771,,,2
bay k 8644,bayk8644,2,Enrichr; clue.io,,0,39.51658280204162,8,-0.2196357142857143,-1.1959,15.6536,1,14,True,0.0033794167063874465,Calcium channel activator,,9
phensuximide,phensuximide,2,Enrichr; clue.io,,0,25.034041322666724,4,-0.2177222222222222,-1.3569,15.6536,1,9,True,0.015694997200402117,Succinimide antiepileptic,CACNA1G|CACNA1H|CACNA1I,5
dcebio,dcebio,2,Enrichr; clue.io,,0,10.1605177862586,3,-0.2169230769230769,-1.0313,3.0187,1,13,True,0.08785800310564132,,,4
aminocaproic acid,aminocaproicacid,2,Enrichr; clue.io,,0,17.216642466962337,2,-0.21447692307692307,-1.3345,15.6536,1,13,True,0.027733032894266367,Plasminogen activator inhibitor,PLG|PLAT|LPA,3
primidone,primidone,2,Enrichr; clue.io,,0,3.9108420542608893,1,-0.21327857142857143,-1.0754,3.089,1,14,True,0.2822263288252219,GABA receptor antagonist,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|CHRNA4|CHRNA7|GRIA2|GRIK2|SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A,2
CTB,ctb,2,Enrichr; clue.io,,0,109.82967060963952,18,-0.2115388888888889,-1.2904,15.6536,1,18,True,0.00016951739773175334,Histone Acetyltransferase activator,,19
evodiamine,evodiamine,2,Enrichr; clue.io,,0,52.12879720840147,15,-0.21032142857142855,-1.492,15.6536,1,14,True,0.004957554720709854,ATPase inhibitor|TRPV agonist,TRPV1,16
jas07 010,jas07010,2,Enrichr; clue.io,,0,2.7460991987490533,1,-0.2095,-1.1881,15.6536,1,7,True,0.33440055490417686,,,2
st4070169,st4070169,2,Enrichr; clue.io,,0,23.574610325457964,5,-0.2076583333333333,-1.2143,15.6536,1,12,True,0.10006232868333703,,,6
PD-0325901,pd0325901,2,L1000CDS2; clue.io,0.0,1,,0,-0.20485652173913046,-1.3959,15.6536,1,46,True,1.0,MEK inhibitor|MAP kinase inhibitor|Protein kinase inhibitor,MAP2K1|MAP2K2,2
meropenem,meropenem,2,Enrichr; clue.io,,0,59.60126813005706,1,-0.20443636363636364,-1.248,15.6536,1,11,True,0.011698385603882498,Bacterial cell wall synthesis inhibitor,,2
l 755507,l755507,2,Enrichr; clue.io,,0,559.9610447934188,8,-0.20194285714285715,-1.5583,15.6536,1,14,True,0.009001083384737315,,,9
odq,odq,2,Enrichr; clue.io,,0,15.230603067672018,3,-0.20123333333333335,-1.1541,3.2559,1,12,True,0.05806903047858088,Guanylyl cyclase inhibitor,GUCY1A2|GUCY1A3|GUCY1B3,4
probucol,probucol,2,Enrichr; clue.io,,0,35.0290834266627,3,-0.1996238095238095,-1.1885,15.6536,1,21,True,0.01035700647484122,Atherogenesis inhibitor,ABCA1|ABCB11|CES1,4
delcorine,delcorine,2,Enrichr; clue.io,,0,24.35307612271938,3,-0.19901666666666665,-1.0488,3.0897,1,12,True,0.03454810301256986,Antiarrhythmic|Ganglionic blocker,,4
pd 160170,pd160170,2,Enrichr; clue.io,,0,133.8010624833854,17,-0.19651538461538462,-1.3635,15.6536,1,13,True,0.00159334598545051,Neuropeptide receptor antagonist,NPY1R,18
torasemide,torasemide,2,Enrichr; clue.io,,0,7.396590556838097,3,-0.19572222222222224,-1.2924,15.6536,1,9,True,0.11866143100423389,Thromboxane receptor antagonist,SLC12A1|CYP2C8|SLC12A2,4
probenecid,probenecid,2,Enrichr; clue.io,,0,109.82967060963952,2,-0.1955263157894737,-1.1606,4.0374,1,19,True,0.03694513672958982,Uricosuric,SLC22A6|SLC22A11|SLC22A8|ABCC1|TRPV2|PANX1|SLCO1C1,3
bucladesine,bucladesine,2,Enrichr; clue.io,,0,9.16950724987013,4,-0.19412222222222222,-1.5316,15.6536,1,54,True,0.07580862727557779,Adenosine receptor agonist|CAMP stimulant,PRKACA,5
ftorafur,ftorafur,2,Enrichr; clue.io,,0,36.27836514149772,3,-0.19242499999999998,-1.4413,15.6536,1,12,True,0.008573749976833363,Thymidylate synthase inhibitor,TYMS,4
"mdl 11,939",mdl11939,2,Enrichr; clue.io,,0,54.02023282333744,3,-0.19087777777777776,-1.2137,15.6536,1,9,True,0.0584581138777585,Serotonin receptor antagonist,HTR2A|HTR2B|HTR2C,4
westcort,westcort,2,Enrichr; clue.io,,0,51.4653855483305,6,-0.18565714285714283,-1.369,15.6536,1,7,True,0.0018985100265908198,Glucocorticoid receptor agonist,,7
isocarboxazid,isocarboxazid,2,Enrichr; clue.io,,0,24.35307612271938,5,-0.18446153846153848,-1.1833,15.6536,1,13,True,0.03454810301256986,Monoamine oxidase inhibitor,MAOA|MAOB,6
halcinonide,halcinonide,2,Enrichr; clue.io,,0,105.08732617989556,12,-0.18153333333333332,-1.4819,15.6536,1,27,True,0.0003565712757597216,Glucocorticoid receptor agonist,NR3C1,13
pd 166793,pd166793,2,Enrichr; clue.io,,0,30.675032473260696,5,-0.17900625,-1.1246,3.1389,1,16,True,0.011323202235051524,Metalloproteinase inhibitor|Collagenase inhibitor,MMP13|MMP2|MMP3,6
doxycycline,doxycycline,2,Enrichr; clue.io,,0,52.12879720840147,5,-0.17623333333333335,-1.2735,15.6536,1,18,True,0.01384137627872958,Bacterial 30S ribosomal subunit inhibitor,MMP8|MMP1,6
mrs 1220,mrs1220,2,Enrichr; clue.io,,0,51.4653855483305,10,-0.17622666666666664,-1.2079,15.6536,1,15,True,0.0018985100265908198,Adenosine receptor antagonist,ADORA3|ADORA2B,11
celecoxib,celecoxib,2,Enrichr; clue.io,,0,3.253414565448033,5,-0.17490454545454545,-1.2704,15.6536,1,22,True,0.3088022779628034,Cyclooxygenase inhibitor,PTGS2|CASP3|CYP2C19|CA12|PDPK1,6
stk661558,stk661558,2,Enrichr; clue.io,,0,15.230603067672018,6,-0.1729923076923077,-1.2204,15.6536,1,13,True,0.05806903047858088,,,7
sinensetin,sinensetin,2,Enrichr; clue.io,,0,15.73018052285418,4,-0.1729,-1.3461,15.6536,1,13,True,0.056104282472067016,Cyclooxygenase inhibitor,,5
racecadotril,racecadotril,2,Enrichr; clue.io,,0,3.371160820842058,1,-0.17141875,-1.2318,15.6536,1,16,True,0.3035664687445217,Enkephalinase inhibitor,MME,2
baeomycesic acid,baeomycesicacid,2,Enrichr; clue.io,,0,3.141596466170354,1,-0.16882,-0.7884,0.2437,1,5,True,0.3139989845586295,Lipoxygenase inhibitor,,2
glycopyrrolate,glycopyrrolate,2,Enrichr; clue.io,,0,14.50215983832596,2,-0.16803333333333334,-0.9787,2.4566,1,15,True,0.02328795005183583,Acetylcholine receptor antagonist,CHRM3|CHRM1|CHRM2|CHRM4|CHRM5,3
sq 22536,sq22536,2,Enrichr; clue.io,,0,18.644406939607435,6,-0.1660142857142857,-1.1894,15.6536,1,14,True,0.04665195983622821,Adenylyl cyclase inhibitor,ADCY5|ADCY1,7
norethindrone,norethindrone,2,Enrichr; clue.io,,0,37.363522146789634,31,-0.16478947368421054,-1.302,15.6536,1,19,True,0.008158618763806682,Progesterone receptor agonist,,32
cimetidine,cimetidine,2,Enrichr; clue.io,,0,24.35307612271938,3,-0.1645441176470588,-1.239,15.6536,1,34,True,0.03454810301256986,Histamine receptor antagonist,HRH2|SLC29A4|SLC47A1|SLC47A2,4
risperidone,risperidone,2,Enrichr; clue.io,,0,73.61251864115212,1,-0.16318636363636363,-1.4826,15.6536,1,22,True,0.002462613981678696,Dopamine receptor antagonist|Serotonin receptor antagonist,DRD2|HTR2A|DRD3|HTR2C|ADRA1A|ADRA1B|DRD4|HRH1|HTR1A|HTR1D|CYP3A5|ADRA1D|ADRA2A|ADRA2B|ADRA2C|DRD1|HTR1B|HTR1E|HTR1F|HTR6|HTR7,2
mestanolone,mestanolone,2,Enrichr; clue.io,,0,27.66958820495867,8,-0.16244285714285714,-1.1253,2.4985,1,7,True,0.029802731629662748,Androgen receptor antagonist,,9
pit,pit,2,Enrichr; clue.io,,0,14.300596408897894,2,-0.16208999999999998,-1.1818,15.6536,1,10,True,0.06206905163540733,Purinergic receptor antagonist,P2RY1,3
atpa,atpa,2,Enrichr; clue.io,,0,1.7147474639476095,1,-0.1605888888888889,-1.1167,3.115,1,9,True,0.4101530706521534,Glutamate receptor agonist,GRIK1|GRIA2,2
tranilast,tranilast,2,Enrichr; clue.io,,0,36.27836514149772,8,-0.16049599999999997,-1.3893,15.6536,1,25,True,0.008573749976833363,Angiogenesis inhibitor,IDO1|IFNG|IL10|IL2|IL4|SLC22A12|TGFB1|TNF|TRPV2|HPGDS|HRH1,9
fpl 55712,fpl55712,2,Enrichr; clue.io,,0,39.689410783943785,3,-0.1581,-1.4525,15.6536,1,21,True,0.007364652184882552,Leukotriene receptor antagonist,,4
fludrocortisone acetate,fludrocortisoneacetate,2,Enrichr; clue.io,,0,36.27836514149772,16,-0.15753333333333333,-1.0252,2.0817,1,9,True,0.005295455926535567,Glucocorticoid receptor agonist|Mineralocorticoid receptor agonist,NR3C2|AR|NR3C1,17
nadolol,nadolol,2,Enrichr; clue.io,,0,48.47857052316013,16,-0.1571952380952381,-1.1429,3.0959,1,21,True,0.0005254418130253061,Adrenergic receptor antagonist,ADRB1|ADRB2|ADRB3,17
piroxicam,piroxicam,2,Enrichr; clue.io,,0,559.9610447934188,13,-0.15607058823529413,-1.2826,15.6536,1,17,True,0.0024451007641745665,Cyclooxygenase inhibitor,PTGS2|PTGS1,14
glimepiride,glimepiride,2,Enrichr; clue.io,,0,36.87343378412446,16,-0.15574814814814814,-1.1885,15.6536,1,27,True,0.021186484434224457,Insulin secretagogue,ABCC8|KCNJ11|KCNJ1,17
tozasertib,tozasertib,2,Enrichr; clue.io,,0,125.82608919691516,72,-0.15370188679245284,-1.3197,15.6536,1,53,True,2.6144778449146374e-06,Aurora kinase inhibitor|Bcr-Abl inhibitor|FLT3 inhibitor|JAK inhibitor,AURKA|AURKB|ABL1|AURKC|BCR|FLT3|JAK2|DDR2|LCK,73
scoulerine,scoulerine,2,Enrichr; clue.io,,0,33.326939424402696,6,-0.15203076923076922,-1.4941,15.6536,1,13,True,0.023923686296685794,Adrenergic receptor antagonist|GABA receptor antagonist|Serotonin receptor antagonist,ADRA1D|ADRA2A|GABRA1,7
hydroflumethiazide,hydroflumethiazide,2,Enrichr; clue.io,,0,25.386364937864716,1,-0.15042666666666668,-1.1228,3.1159,1,15,True,0.03293541911680905,Sodium channel inhibitor,SLC12A1|ATP1A1|CA1|CA12|CA2|CA4|CA9|KCNMA1|SLC12A3,2
ranitidine,ranitidine,2,Enrichr; clue.io,,0,171.43663613546246,3,-0.14914545454545455,-1.2267,15.6536,1,44,True,2.641201922146314e-05,Histamine receptor antagonist,HRH2|SLC22A2,4
ipsapirone,ipsapirone,2,Enrichr; clue.io,,0,13.780528504706739,1,-0.14661249999999998,-1.4038,15.6536,1,8,True,0.1398398929473613,Serotonin receptor agonist,HTR1A,2
linezolid,linezolid,2,Enrichr; clue.io,,0,33.326939424402696,13,-0.14661,-1.2649,15.6536,1,20,True,0.023923686296685794,Bacterial 50S ribosomal subunit inhibitor,MAOA|MAOB,14
lamivudine,lamivudine,2,Enrichr; clue.io,,0,17.627728951176998,4,-0.14178125,-1.3917,15.6536,1,16,True,0.12017437982499951,Nucleoside reverse transcriptase inhibitor,,5
pirenperone,pirenperone,2,Enrichr; clue.io,,0,21.268472427628502,1,-0.14158461538461536,-1.0356,2.9897,1,13,True,0.10681657800378862,Serotonin receptor antagonist,HTR2A|HTR7,2
p1075,p1075,2,Enrichr; clue.io,,0,11.673763492365387,3,-0.1396409090909091,-1.2915,15.6536,1,22,True,0.047746029596750304,ATP channel activator|Potassium channel activator,KCNJ11,4
rofecoxib,rofecoxib,2,Enrichr; clue.io,,0,8.11727742319173,2,-0.13843571428571427,-1.0775,3.1334,1,14,True,0.10891381537976005,Cyclooxygenase inhibitor,PTGS2|CYP3A4|ELN,3
cinnarizine,cinnarizine,2,Enrichr; clue.io,,0,20.045812085858483,5,-0.13810434782608697,-1.3033,15.6536,1,23,True,0.04305339391620027,Calcium channel blocker,HRH1,6
dcpib,dcpib,2,Enrichr; clue.io,,0,24.440391563805775,5,-0.13753846153846153,-1.1505,3.0998,1,13,True,0.016299177749493448,Chloride channel blocker|Gap junction modulator|Glutamate inhibitor,SLC1A2,6
balsalazide,balsalazide,2,Enrichr; clue.io,,0,6.764182623745428,4,-0.1366111111111111,-1.3595,15.6536,1,18,True,0.12861734711651365,Cyclooxygenase inhibitor,PTGS1|PTGS2|ALOX5|PPARG,5
butoconazole,butoconazole,2,Enrichr; clue.io,,0,23.574610325457964,1,-0.13426428571428572,-1.0721,1.9354,1,14,True,0.10006232868333703,Bacterial cell wall synthesis inhibitor,,2
zaprinast,zaprinast,2,Enrichr; clue.io,,0,46.06451014067542,4,-0.13240869565217392,-1.1863,15.6536,1,23,True,0.007755613041421684,Phosphodiesterase inhibitor,PDE5A|GPR35|PDE1A|PDE4D|PDE9A,5
lomatin,lomatin,2,Enrichr; clue.io,,0,19.30936894370364,7,-0.1316375,-1.15,3.0838,1,8,True,0.078943788467923,,,8
temefos,temefos,2,Enrichr; clue.io,,0,29.640520020250488,1,-0.13123,-1.1339,2.8217,1,10,True,0.08640125498943639,Cholinesterase inhibitor,,2
mnitmt,mnitmt,2,Enrichr; clue.io,,0,17.627728951176998,2,-0.12577692307692306,-1.2031,15.6536,1,13,True,0.12017437982499951,Lymphocyte inhibitor,,3
NPK76-II-72-1,npk76ii721,2,L1000CDS2; clue.io,0.0,1,,0,-0.1256392857142857,-1.4035,15.6536,1,28,True,1.0,,,2
seneciphylline,seneciphylline,2,Enrichr; clue.io,,0,1.7147474639476095,1,-0.12401538461538462,-1.2405,15.6536,1,13,True,0.4101530706521534,Cytochrome P450 inhibitor,,2
UNC669,unc669,2,Enrichr; clue.io,,0,39.689410783943785,6,-0.1238315789473684,-1.0639,3.1146,1,19,True,0.007364652184882552,L3MBTL antagonist,L3MBTL1|L3MBTL3,7
candesartan,candesartan,2,Enrichr; clue.io,,0,7.567867664774449,3,-0.1228375,-1.0174,2.525,1,16,True,0.11620416617660392,Angiotensin receptor antagonist,AGTR1,4
bumetanide,bumetanide,2,Enrichr; clue.io,,0,126.64522821192983,6,-0.12187368421052631,-1.0511,3.1933,1,19,True,0.00022515997735880313,Solute carrier family member inhibitor,SLC12A1|SLC12A2|CFTR|GPR35|SLC12A4|SLC12A5,7
aminogenistein,aminogenistein,2,Enrichr; clue.io,,0,13.867277146788943,3,-0.12093076923076926,-1.3234,15.6536,1,13,True,0.06410341026008357,Src inhibitor,LCK,4
sb 366791,sb366791,2,Enrichr; clue.io,,0,22.294971596119368,5,-0.1207125,-1.1957,15.6536,1,16,True,0.010730488373182724,TRPV antagonist,TRPV1,6
gp 1a,gp1a,2,Enrichr; clue.io,,0,109.82967060963952,4,-0.11815333333333333,-1.1026,3.1387,1,15,True,0.03694513672958982,Cannabinoid receptor agonist,CNR2,5
jas07 003,jas07003,2,Enrichr; clue.io,,0,38.87726922678089,8,-0.11701250000000002,-1.0926,2.8051,1,8,True,0.019870519441338913,,,9
st019365,st019365,2,Enrichr; clue.io,,0,41.06069142799587,5,-0.11685833333333333,-1.119,3.1191,1,12,True,0.018590446466863406,,,6
boldine,boldine,2,Enrichr; clue.io,,0,8.876072021077011,3,-0.11445714285714285,-1.1668,15.3525,1,14,True,0.06790558529336772,Acetylcholine receptor antagonist|Dopamine receptor antagonist,,4
sb 431542,sb431542,2,Enrichr; clue.io,,0,59.60126813005706,9,-0.11384285714285713,-1.2234,15.6536,1,14,True,0.011698385603882498,TGF-beta receptor inhibitor,TGFBR1|ACVR1C|ACVR1B,10
sb 334867,sb334867,2,Enrichr; clue.io,,0,3.495272715274097,3,-0.11291428571428572,-1.2205,15.6536,1,14,True,0.29829126476995105,Orexin receptor antagonist,HCRTR1|HCRTR2,4
carbamazepine,carbamazepine,2,Enrichr; clue.io,,0,65.9085293542957,19,-0.1119074074074074,-1.1357,3.1081,1,27,True,0.05134069427933927,Carboxamide antiepileptic,SCN1A|SCN3A|SCN5A|ABCB1|CYP1A2|CYP3A4|SCN10A|SCN11A|SCN2A|SCN4A|SCN7A|SCN8A|SCN9A,20
ucl 2077,ucl2077,2,Enrichr; clue.io,,0,12.316561047467069,2,-0.11077142857142855,-1.1783,15.6536,1,14,True,0.07245941502589652,Slow afterhyperpolarization channel blocker,,3
rifapentine,rifapentine,2,Enrichr; clue.io,,0,59.60126813005706,12,-0.11013333333333332,-1.1791,15.6536,1,18,True,0.0055874159497017245,Bacterial RNA polymerase inhibitor,CYP2C8|CYP3A4|CYP2C9,13
xylazine,xylazine,2,Enrichr; clue.io,,0,12.679030958461647,6,-0.1089,-1.4172,15.6536,1,12,True,0.07033850511697912,Adrenergic receptor agonist,ADRA2A|ADRA2B|ADRA2C,7
naproxen,naproxen,2,Enrichr; clue.io,,0,14.300596408897894,5,-0.10522962962962962,-1.3219,15.6536,1,27,True,0.06206905163540733,Cyclooxygenase inhibitor,PTGS2|PTGS1,6
amuvatinib,amuvatinib,2,Enrichr; clue.io,,0,253.05966052699048,21,-0.10462272727272727,-1.2019,15.6536,1,22,True,1.2484542127761271e-07,FLT3 inhibitor|KIT inhibitor|PDGFR inhibitor|RAD51 inhibitor|RET tyrosine kinase inhibitor,KIT|FLT3|MET|PDGFRA|AXL|MST1R|RAD51|RET,22
toltrazuril,toltrazuril,2,Enrichr; clue.io,,0,7.230813660437018,4,-0.10270833333333333,-1.2485,15.6536,1,12,True,0.12113170937737919,Antiprotozoal,,5
imperatorin,imperatorin,2,Enrichr; clue.io,,0,6.2908982273291825,2,-0.10239999999999999,-1.2235,15.6536,1,13,True,0.22013303771705778,CDK inhibitor,,3
fostamatinib,fostamatinib,2,Enrichr; clue.io,,0,163.667010233747,78,-0.102355,-1.3136,15.6536,1,40,True,6.881398995471391e-06,Syk inhibitor,,79
warfarin,warfarin,2,Enrichr; clue.io,,0,10.411006495037405,2,-0.10133750000000001,-1.4527,15.6536,1,24,True,0.16538295333718497,Vitamin K antagonist,VKORC1|CYP2C19|CYP2C8|CYP4F2,3
ibudilast,ibudilast,2,Enrichr; clue.io,,0,93.06976677408854,2,-0.10057058823529412,-1.1753,15.3525,1,17,True,0.00159334598545051,Phosphodiesterase inhibitor|Leukotriene receptor antagonist,PDE4A|PDE4B|PDE4C|MIF|PDE10A|PDE4D|TLR4|PDE3A|CYSLTR1|PDE11A|IL1B|IL6|PDE5A,3
clofibric acid,clofibricacid,2,Enrichr; clue.io,,0,7.396590556838097,3,-0.09580454545454545,-1.3341,15.6536,1,22,True,0.11866143100423389,PPAR receptor agonist,PPARA,4
jnj 16259685,jnj16259685,2,Enrichr; clue.io,,0,7.396590556838097,3,-0.09115714285714284,-1.2077,15.6536,1,14,True,0.11866143100423389,,,4
cl 218872,cl218872,2,Enrichr; clue.io,,0,363.2463538436442,2,-0.08968095238095239,-1.3728,15.6536,1,21,True,0.0011447777472071098,GABA receptor agonist,GABRA1|GABRA2|GABRA3|GABRA5|GABRB2|GABRG2,3
ciglitazone,ciglitazone,2,Enrichr; clue.io,,0,133.8010624833854,6,-0.08939,-1.1191,3.265,1,20,True,0.0041282697223318475,PPAR receptor agonist,PPARG|INS,7
letrozole,letrozole,2,Enrichr; clue.io,,0,12.790435001206431,1,-0.08715333333333333,-1.1875,15.6536,1,15,True,0.14629754177092022,Aromatase inhibitor,CYP19A1,2
rucaparib,rucaparib,2,Enrichr; clue.io,,0,9.770499067592834,2,-0.08640666666666666,-1.6803,15.6536,1,30,True,0.17165009268874884,PARP inhibitor,PARP1|PARP2,3
formoterol,formoterol,2,Enrichr; clue.io,,0,112.94787989424374,5,-0.08612962962962961,-1.2605,15.6536,1,27,True,0.00029879307630711384,Adrenergic receptor agonist,ADRB2|CYP2C19,6
jte 907,jte907,2,Enrichr; clue.io,,0,52.12879720840147,10,-0.08295238095238096,-1.246,15.6536,1,21,True,0.007319444176358889,Cannabinoid receptor antagonist,CNR2,11
cgp 7930,cgp7930,2,Enrichr; clue.io,,0,38.81936703082998,3,-0.08155000000000001,-1.1232,3.0873,1,14,True,0.06616006696451833,GABA receptor antagonist|GABA receptor agonist,GABBR1,4
as605240,as605240,2,Enrichr; clue.io,,0,79.03455601840295,79,-0.08077352941176472,-1.354,15.6536,1,34,True,0.00026719771809609376,PI3K inhibitor,PIK3CG,80
trametinib,trametinib,2,Enrichr; clue.io,,0,426.32195325277553,219,-0.07985,-1.3707,15.6536,1,26,True,1.1195835135043123e-11,MEK inhibitor,MAP2K1|MAP2K2|CYP2C8|CYP3A4,220
ter14687,ter14687,2,Enrichr; clue.io,,0,33.326939424402696,5,-0.07964615384615385,-1.0988,3.1006,1,13,True,0.01035700647484122,Inhibitor of translocation of PKCq in T cells,PRKCQ,6
selinidin,selinidin,2,Enrichr; clue.io,,0,36.27836514149772,7,-0.07869999999999995,-1.4601,15.6536,1,5,True,0.008573749976833363,Mast cell stabilizer,,8
cycloheximide,cycloheximide,2,Enrichr; clue.io,,0,47.8496902757822,114,-0.07694883720930233,-1.4214,15.6536,1,43,True,0.0005465288911707913,Protein synthesis inhibitor,GSK3B|RPL3,115
st4066738,st4066738,2,Enrichr; clue.io,,0,39.689410783943785,11,-0.07616666666666666,-1.1805,15.6536,1,12,True,0.004178719290552421,,,12
acitretin,acitretin,2,Enrichr; clue.io,,0,5.829269805410493,3,-0.07554375000000002,-1.3001,15.6536,1,16,True,0.1464796768383917,Retinoid receptor agonist,RARA|RXRG|RARB|RARG|RBP1|RXRA|RXRB|STAT3,4
sb 205384,sb205384,2,Enrichr; clue.io,,0,33.71572144348522,5,-0.07283636363636364,-0.9866,2.4277,1,11,True,0.017546342011646423,GABA receptor antagonist,GABRA3|GABRA5|GABRA6,6
nitrendipine,nitrendipine,2,Enrichr; clue.io,,0,115.47748944713356,2,-0.0728,-1.1974,15.6536,1,34,True,0.0010598069655628059,Calcium channel blocker,CACNA1C|CACNA1D|CACNA2D1|CACNA1H|CACNA1S|CACNA2D2|CACNB2|CACNG1|KCNN4,3
cyclopenthiazide,cyclopenthiazide,2,Enrichr; clue.io,,0,8.943833906987408,2,-0.07193333333333335,-1.3141,15.6536,1,12,True,0.09939629805389673,Thiazide diuretic,,3
lorazepam,lorazepam,2,Enrichr; clue.io,,0,68.99384156820626,2,-0.07161999999999998,-1.1804,15.6536,1,15,True,0.009716646481874956,Benzodiazepine receptor agonist,GABRA1|GABRA2|GABRA3|GABRA5|GABRA4|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|TSPO,3
kenpaullone,kenpaullone,2,Enrichr; clue.io,,0,56.2770303467611,19,-0.07048666666666664,-1.1497,3.0756,1,15,True,0.00033272155398613514,CDK inhibitor|GSK inhibitor,GSK3B|CDK1|CDK5|CDK2|LCK|CCNB1,20
isoreserpine,isoreserpine,2,Enrichr; clue.io,,0,15.501247586834426,10,-0.06974166666666669,-1.1475,3.1195,1,12,True,0.020768267391824257,Vesicular monoamine transporter inhibitor,SLC18A2|SLC18A1,11
t 0070907,t0070907,2,Enrichr; clue.io,,0,21.268472427628502,10,-0.06925384615384615,-1.13,2.7594,1,13,True,0.050356692377296314,PPAR receptor antagonist,PPARG,11
veliparib,veliparib,2,Enrichr; clue.io,,0,109.82967060963952,15,-0.06916046511627907,-1.3063,15.6536,1,43,True,0.002269773854994537,PARP inhibitor,PARP1|PARP2,16
hexylresorcinol,hexylresorcinol,2,Enrichr; clue.io,,0,30.29152577028359,2,-0.06855,-1.0726,3.2313,1,10,True,0.026797312410435526,Anesthetic - local,TYR,3
calcitriol,calcitriol,2,Enrichr; clue.io,,0,68.99384156820626,15,-0.06824509803921569,-1.343,15.6536,1,51,True,0.004096830907172753,Vitamin D receptor agonist,VDR|CYP3A5,16
practolol,practolol,2,Enrichr; clue.io,,0,119.31081614567599,2,-0.06747692307692307,-1.4255,15.6536,1,13,True,0.004792708495455789,Adrenergic receptor antagonist,ADRB1,3
honokiol,honokiol,2,Enrichr; clue.io,,0,38.81936703082998,5,-0.06709999999999999,-1.0053,3.1685,1,13,True,0.026797312410435526,AKT inhibitor,ALOX5|PTGS1|PTGS2,6
icariin,icariin,2,Enrichr; clue.io,,0,6.914827358217379,6,-0.06675000000000002,-1.2313,15.6536,1,14,True,0.1261099911341987,Phosphodiesterase inhibitor,NMUR2|SORD|PDE5A,7
ly 364947,ly364947,2,Enrichr; clue.io,,0,36.4520131932931,6,-0.06552000000000001,-1.3333,15.6536,1,15,True,0.00400959545202075,TGF-beta receptor inhibitor|P38 MAPK inhibitor,TGFBR1,7
brimonidine,brimonidine,2,Enrichr; clue.io,,0,4.589372389141794,1,-0.06418461538461537,-1.2246,15.6536,1,13,True,0.2602367743712585,Adrenergic receptor agonist,ADRA2A|ADRA2B|ADRA2C|AOX1,2
coumestrol,coumestrol,2,Enrichr; clue.io,,0,24.35307612271938,7,-0.061861538461538454,-1.161,4.2304,1,13,True,0.03454810301256986,Estrogen receptor agonist,ESR1|ESR2,8
isorotenone,isorotenone,2,Enrichr; clue.io,,0,35.0290834266627,13,-0.05889230769230769,-1.141,3.0979,1,13,True,0.022537738675043002,Mitochondrial inhibitor|NADH-ubiquinone oxidoreductase (Complex I) inhibitor,,14
fluprostenol,fluprostenol,2,Enrichr; clue.io,,0,45.89788078507233,4,-0.057207142857142866,-1.3841,15.6536,1,14,True,0.0024451007641745665,Prostanoid receptor agonist,,5
losartan,losartan,2,Enrichr; clue.io,,0,64.01667399497084,8,-0.055900000000000005,-1.2828,15.6536,1,35,True,0.010687030205641993,Angiotensin receptor antagonist,AGTR1,9
